CourseID	Certification Year	Name	Dist	Units	City	State	Measurer	Full state	City,State	Latitude	Longitude	Color	Certificate URL	Steet map	Driving directions	Date added	Replaces
BC-2008-101-BDC	2008	Pipeline Rd. 300m Calibration Course	300	m	Stanley Park, Vancouver	BC		British Columbia	Stanley Park, Vancouver,British Columbia	49.3020684	-123.1413263	PURPLE	<a href='https://www.acroad.ca/certificates/2008/BC-2008-101-BDC.pdf' target='_blank'>BC-2008-101-BDC</a>	<a href='https://www.google.com/maps/place/49.3020684,-123.1413263' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.3020684,-123.1413263&travelmode=driving' target='_blank'>Driving directions to course</a>		
NB-2008-118-BDC	2008	Queens Street 500m Calibration Course	500	m	St. Andrews	NB		New Brunswick	St. Andrews,New Brunswick	45.0749302	-67.0516937	PURPLE	<a href='https://www.acroad.ca/certificates/2008/NB-2008-118-BDC.pdf' target='_blank'>NB-2008-118-BDC</a>	<a href='https://www.google.com/maps/place/45.0749302,-67.0516937' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.0749302,-67.0516937&travelmode=driving' target='_blank'>Driving directions to course</a>		
NL-2008-062-BDC	2008	Riverside Drive 330m Calibration Course	330	m	Corner Brook	NL		Newfoundland and Labrador	Corner Brook,Newfoundland and Labrador	48.9531700	-57.9473880	PURPLE	<a href='https://www.acroad.ca/certificates/2008/NL-2008-062-BDC.pdf' target='_blank'>NL-2008-062-BDC</a>	<a href='https://www.google.com/maps/place/48.9531700,-57.9473880' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=48.9531700,-57.9473880&travelmode=driving' target='_blank'>Driving directions to course</a>		
MB-2008-074-BDC	2008	Rue de l'Eglise 331.51m Calibration Course	331.51	m	St. Malo	MB		Manitoba	St. Malo,Manitoba	49.3146950	-96.9538228	PURPLE	<a href='https://www.acroad.ca/certificates/2008/MB-2008-074-BDC.pdf' target='_blank'>MB-2008-074-BDC</a>	<a href='https://www.google.com/maps/place/49.3146950,-96.9538228' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.3146950,-96.9538228&travelmode=driving' target='_blank'>Driving directions to course</a>		
QC-2008-019-BDC	2008	Soulanges Canal Path 300m Calibration Course	300	m	Coteau-du-Lac	QC		Quebec	Coteau-du-Lac,Quebec	45.2963957	-74.1782005	PURPLE	<a href='https://www.acroad.ca/certificates/2008/QC-2008-019-BDC.pdf' target='_blank'>QC-2008-019-BDC</a>	<a href='https://www.google.com/maps/place/45.2963957,-74.1782005' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.2963957,-74.1782005&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2007-048-BDC	2007	37th St. NW 300m Calibration Course	300	m	Calgary	AB		Alberta	Calgary,Alberta	51.0456064	-114.0575410	PURPLE	<a href='https://www.acroad.ca/certificates/2007/AB-2007-048-BDC.pdf' target='_blank'>AB-2007-048-BDC</a>	<a href='https://www.google.com/maps/place/51.0456064,-114.0575410' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=51.0456064,-114.0575410&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2007-084-BDC	2007	50th St. 300m Calibration Course	300	m	Stony Plains	AB		Alberta	Stony Plains,Alberta			PURPLE	<a href='https://www.acroad.ca/certificates/2007/AB-2007-084-BDC.pdf' target='_blank'>AB-2007-084-BDC</a>				
AB-2007-032-BDC	2007	59 St. 300m Calibration Course	300	m	Red Deer	AB		Alberta	Red Deer,Alberta	52.2690628	-113.8141464	PURPLE	<a href='https://www.acroad.ca/certificates/2007/AB-2007-032-BDC.pdf' target='_blank'>AB-2007-032-BDC</a>	<a href='https://www.google.com/maps/place/52.2690628,-113.8141464' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=52.2690628,-113.8141464&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2007-023-BDC	2007	99 St. 300m Calibration Course	300	m	Edmonton	AB		Alberta	Edmonton,Alberta	53.5462055	-113.4912410	PURPLE	<a href='https://www.acroad.ca/certificates/2007/AB-2007-023-BDC.pdf' target='_blank'>AB-2007-023-BDC</a>	<a href='https://www.google.com/maps/place/53.5462055,-113.4912410' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=53.5462055,-113.4912410&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2007-053-BDC	2007	Askin Ave. 300m Calibration Course	300	m	Windsor	ON		Ontario	Windsor,Ontario	42.2858536	-82.9780695	PURPLE	<a href='https://www.acroad.ca/certificates/2007/ON-2007-053-BDC.pdf' target='_blank'>ON-2007-053-BDC</a>	<a href='https://www.google.com/maps/place/42.2858536,-82.9780695' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=42.2858536,-82.9780695&travelmode=driving' target='_blank'>Driving directions to course</a>		
NS-2007-118-BDC	2007	Barrington Causeway 300m Calibration Course	300	m	Barrington	NS		Nova Scotia	Barrington,Nova Scotia	43.5645545	-65.5641098	PURPLE	<a href='https://www.acroad.ca/certificates/2007/NS-2007-118-BDC.pdf' target='_blank'>NS-2007-118-BDC</a>	<a href='https://www.google.com/maps/place/43.5645545,-65.5641098' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.5645545,-65.5641098&travelmode=driving' target='_blank'>Driving directions to course</a>		
NS-2007-003-BDC	2007	Bell Rd. 300m Calibration Course	300	m	Halifax	NS		Nova Scotia	Halifax,Nova Scotia	44.6486180	-63.5859487	PURPLE	<a href='https://www.acroad.ca/certificates/2007/NS-2007-003-BDC.pdf' target='_blank'>NS-2007-003-BDC</a>	<a href='https://www.google.com/maps/place/44.6486180,-63.5859487' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=44.6486180,-63.5859487&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2007-126-BDC	2007	Calgary 98th Ave. SW 300m Calibration Course	300	m	Calgary	AB		Alberta	Calgary,Alberta	51.0456064	-114.0575410	PURPLE	<a href='https://www.acroad.ca/certificates/2007/AB-2007-126-BDC.pdf' target='_blank'>AB-2007-126-BDC</a>	<a href='https://www.google.com/maps/place/51.0456064,-114.0575410' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=51.0456064,-114.0575410&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2007-087-BDC	2007	Calgary 98th Ave. SW 500m Calibration Course	500	m	Calgary	AB		Alberta	Calgary,Alberta	51.0456064	-114.0575410	PURPLE	<a href='https://www.acroad.ca/certificates/2007/AB-2007-087-BDC.pdf' target='_blank'>AB-2007-087-BDC</a>	<a href='https://www.google.com/maps/place/51.0456064,-114.0575410' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=51.0456064,-114.0575410&travelmode=driving' target='_blank'>Driving directions to course</a>		
BC-2007-062-BDC	2007	Cedar Road 300m Calibration Course	300	m	Nanaimo	BC		British Columbia	Nanaimo,British Columbia	49.1638770	-123.9381220	PURPLE	<a href='https://www.acroad.ca/certificates/2007/BC-2007-062-BDC.pdf' target='_blank'>BC-2007-062-BDC</a>	<a href='https://www.google.com/maps/place/49.1638770,-123.9381220' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.1638770,-123.9381220&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2007-045-BDC	2007	Chatham St. E. 300m Calibration Course	300	m	Windsor	ON		Ontario	Windsor,Ontario	42.2858536	-82.9780695	PURPLE	<a href='https://www.acroad.ca/certificates/2007/ON-2007-045-BDC.pdf' target='_blank'>ON-2007-045-BDC</a>	<a href='https://www.google.com/maps/place/42.2858536,-82.9780695' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=42.2858536,-82.9780695&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2007-029-BDC	2007	Compound Road 300m Calibration Course	300	m	Banff	AB		Alberta	Banff,Alberta	51.1750760	-115.5720773	PURPLE	<a href='https://www.acroad.ca/certificates/2007/AB-2007-029-BDC.pdf' target='_blank'>AB-2007-029-BDC</a>	<a href='https://www.google.com/maps/place/51.1750760,-115.5720773' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=51.1750760,-115.5720773&travelmode=driving' target='_blank'>Driving directions to course</a>		
BC-2007-013-BDC	2007	Cottam Road 300m Calibration Course	300	m	Port Alberni	BC		British Columbia	Port Alberni,British Columbia	49.2343668	-124.8056517	PURPLE	<a href='https://www.acroad.ca/certificates/2007/BC-2007-013-BDC.pdf' target='_blank'>BC-2007-013-BDC</a>	<a href='https://www.google.com/maps/place/49.2343668,-124.8056517' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.2343668,-124.8056517&travelmode=driving' target='_blank'>Driving directions to course</a>		
NS-2007-112-BDC	2007	George St. 500m Calibration Course	500	m	Sydney	NS		Nova Scotia	Sydney,Nova Scotia	46.1382112	-60.1941912	PURPLE	<a href='https://www.acroad.ca/certificates/2007/NS-2007-112-BDC.pdf' target='_blank'>NS-2007-112-BDC</a>	<a href='https://www.google.com/maps/place/46.1382112,-60.1941912' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=46.1382112,-60.1941912&travelmode=driving' target='_blank'>Driving directions to course</a>		
AB-2007-030-BDC	2007	Gunner Road 300m Calibration Course	300	m	Denwood	AB		Alberta	Denwood,Alberta	52.8297573	-110.8834977	PURPLE	<a href='https://www.acroad.ca/certificates/2007/AB-2007-030-BDC.pdf' target='_blank'>AB-2007-030-BDC</a>	<a href='https://www.google.com/maps/place/52.8297573,-110.8834977' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=52.8297573,-110.8834977&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2007-040-BDC	2007	Highway 60 (Algonquin Park) 300m Calibration Course	300	m	Algonquin Park	ON		Ontario	Algonquin Park,Ontario	45.6571356	-78.4995386	PURPLE	<a href='https://www.acroad.ca/certificates/2007/ON-2007-040-BDC.pdf' target='_blank'>ON-2007-040-BDC</a>	<a href='https://www.google.com/maps/place/45.6571356,-78.4995386' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.6571356,-78.4995386&travelmode=driving' target='_blank'>Driving directions to course</a>		
QC-2007-026-BDC	2007	Levis Cycling Path 450m Calibration Course	450	m	Lévis	QC		Quebec	Lévis,Quebec	46.8033114	-71.1778792	PURPLE	<a href='https://www.acroad.ca/certificates/2007/QC-2007-026-BDC.pdf' target='_blank'>QC-2007-026-BDC</a>	<a href='https://www.google.com/maps/place/46.8033114,-71.1778792' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=46.8033114,-71.1778792&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2007-090-BDC	2007	Merritt Island 300m Calibration Course	300	m	Welland	ON		Ontario	Welland,Ontario	42.9922181	-79.2484192	PURPLE	<a href='https://www.acroad.ca/certificates/2007/ON-2007-090-BDC.pdf' target='_blank'>ON-2007-090-BDC</a>	<a href='https://www.google.com/maps/place/42.9922181,-79.2484192' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=42.9922181,-79.2484192&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2007-047-BDC	2007	Mill St. 300m Calibration Course	300	m	Toronto	ON		Ontario	Toronto,Ontario	43.6534817	-79.3839347	PURPLE	<a href='https://www.acroad.ca/certificates/2007/ON-2007-047-BDC.pdf' target='_blank'>ON-2007-047-BDC</a>	<a href='https://www.google.com/maps/place/43.6534817,-79.3839347' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.6534817,-79.3839347&travelmode=driving' target='_blank'>Driving directions to course</a>		
MB-2007-132-BDC	2007	Parkville Drive 300m Calibration Course	300	m	Winnipeg	MB		Manitoba	Winnipeg,Manitoba	49.8955367	-97.1384584	PURPLE	<a href='https://www.acroad.ca/certificates/2007/MB-2007-132-BDC.pdf' target='_blank'>MB-2007-132-BDC</a>	<a href='https://www.google.com/maps/place/49.8955367,-97.1384584' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.8955367,-97.1384584&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2007-091-BDC	2007	Prichard Rd. 300m Calibration Course	300	m	Hamilton	ON		Ontario	Hamilton,Ontario	43.2560802	-79.8728583	PURPLE	<a href='https://www.acroad.ca/certificates/2007/ON-2007-091-BDC.pdf' target='_blank'>ON-2007-091-BDC</a>	<a href='https://www.google.com/maps/place/43.2560802,-79.8728583' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.2560802,-79.8728583&travelmode=driving' target='_blank'>Driving directions to course</a>		
QC-2007-080-BDC	2007	Rimouski 2 Rue Est 350m Calibration Course	350	m	Rimouski	QC		Quebec	Rimouski,Quebec	48.4501550	-68.5299680	PURPLE	<a href='https://www.acroad.ca/certificates/2007/QC-2007-080-BDC.pdf' target='_blank'>QC-2007-080-BDC</a>	<a href='https://www.google.com/maps/place/48.4501550,-68.5299680' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=48.4501550,-68.5299680&travelmode=driving' target='_blank'>Driving directions to course</a>		
NB-2007-061-BDC	2007	Route 100 (Kennebecasis Valley) 300m Calibration Course	300	m	Quispamsis	NB		New Brunswick	Quispamsis,New Brunswick	45.4287577	-65.9551378	PURPLE	<a href='https://www.acroad.ca/certificates/2007/NB-2007-061-BDC.pdf' target='_blank'>NB-2007-061-BDC</a>	<a href='https://www.google.com/maps/place/45.4287577,-65.9551378' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.4287577,-65.9551378&travelmode=driving' target='_blank'>Driving directions to course</a>		
NB-2007-095-BDC	2007	Route 134 400m Calibration Course	400	m	Charlo	NB		New Brunswick	Charlo,New Brunswick	47.9944898	-66.3055996	PURPLE	<a href='https://www.acroad.ca/certificates/2007/NB-2007-095-BDC.pdf' target='_blank'>NB-2007-095-BDC</a>	<a href='https://www.google.com/maps/place/47.9944898,-66.3055996' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=47.9944898,-66.3055996&travelmode=driving' target='_blank'>Driving directions to course</a>		
QC-2007-078-BDC	2007	Rue Forbes 300m Calibration Course	300	m	Vaudreuil-Dorion	QC		Quebec	Vaudreuil-Dorion,Quebec	45.3971509	-74.0254577	PURPLE	<a href='https://www.acroad.ca/certificates/2007/QC-2007-078-BDC.pdf' target='_blank'>QC-2007-078-BDC</a>	<a href='https://www.google.com/maps/place/45.3971509,-74.0254577' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=45.3971509,-74.0254577&travelmode=driving' target='_blank'>Driving directions to course</a>		
BC-2007-115-BDC	2007	School Road 590m Calibration Course	590	m	Lavington	BC		British Columbia	Lavington,British Columbia	50.2332332	-119.1076937	PURPLE	<a href='https://www.acroad.ca/certificates/2007/BC-2007-115-BDC.pdf' target='_blank'>BC-2007-115-BDC</a>	<a href='https://www.google.com/maps/place/50.2332332,-119.1076937' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=50.2332332,-119.1076937&travelmode=driving' target='_blank'>Driving directions to course</a>		
BC-2007-011-BDC	2007	Tunbridge Ave. Calibration Course	630.72	m	Mission	BC		British Columbia	Mission,British Columbia	49.1589351	-122.2835830	PURPLE	<a href='https://www.acroad.ca/certificates/2007/BC-2007-011-BDC.pdf' target='_blank'>BC-2007-011-BDC</a>	<a href='https://www.google.com/maps/place/49.1589351,-122.2835830' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=49.1589351,-122.2835830&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2007-020-BDC	2007	Verobeach Blvd. 300m Calibration Course	300	m	Toronto	ON		Ontario	Toronto,Ontario	43.6534817	-79.3839347	PURPLE	<a href='https://www.acroad.ca/certificates/2007/ON-2007-020-BDC.pdf' target='_blank'>ON-2007-020-BDC</a>	<a href='https://www.google.com/maps/place/43.6534817,-79.3839347' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.6534817,-79.3839347&travelmode=driving' target='_blank'>Driving directions to course</a>		
NL-2007-088-BDC	2007	Waterford Bridge 350.0593m Calibration Course	350.0593	m	St. John's	NL		Newfoundland and Labrador	St. John's,Newfoundland and Labrador	47.5646794	-52.7066964	PURPLE	<a href='https://www.acroad.ca/certificates/2007/NL-2007-088-BDC.pdf' target='_blank'>NL-2007-088-BDC</a>	<a href='https://www.google.com/maps/place/47.5646794,-52.7066964' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=47.5646794,-52.7066964&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2007-074-BDC	2007	Waterfront Trail 300m Calibration Course	300	m	Hamilton	ON		Ontario	Hamilton,Ontario	43.2560802	-79.8728583	PURPLE	<a href='https://www.acroad.ca/certificates/2007/ON-2007-074-BDC.pdf' target='_blank'>ON-2007-074-BDC</a>	<a href='https://www.google.com/maps/place/43.2560802,-79.8728583' target='_blank'>Local street map of course</a>	<a href='https://www.google.com/maps/dir/?api=1&destination=43.2560802,-79.8728583&travelmode=driving' target='_blank'>Driving directions to course</a>		
ON-2023-052-BDC	2023	Klondyke Road 300m Calibration Course	300	m	Between Grand Bend & the Pinery	ON		Ontario	Between Grand Bend & the Pinery,Ontario			PURPLE	<a href='https://www.acroad.ca/certificates/2003/ON-2023-052-BDC.pdf' target='_blank'>ON-2023-052-BDC</a>				
